experiment,hour,date,device_make,browser,aware
control,8,2020-07-07,Samsung SM-J330FN,Samsung Internet,False
control,18,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,14,2020-07-08,Samsung SM-A202F,Chrome Mobile WebView,False
exposed,13,2020-07-03,Generic Smartphone,Chrome Mobile,True
exposed,19,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,14,2020-07-07,Generic Smartphone,Chrome Mobile,False
exposed,12,2020-07-05,Samsung SM-G960F,Facebook,True
exposed,6,2020-07-10,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,13,2020-07-09,Pixel 3a,Chrome Mobile WebView,True
control,9,2020-07-04,Samsung SM-G935F,Facebook,False
exposed,18,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,2,2020-07-07,Samsung SM-G973F,Samsung Internet,False
control,0,2020-07-10,Samsung SM-G960F,Facebook,False
exposed,14,2020-07-08,Samsung SM-G960F,Chrome Mobile WebView,True
exposed,10,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,18,2020-07-08,Samsung SM-J600FN,Chrome Mobile WebView,False
exposed,0,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,13,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,1,2020-07-07,Samsung SM-N976B,Chrome Mobile WebView,True
exposed,12,2020-07-03,Samsung SM-A505FN,Chrome Mobile WebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,11,2020-07-04,LG-$2,Chrome Mobile,True
exposed,2,2020-07-10,Generic Smartphone,Chrome Mobile,True
exposed,15,2020-07-08,Pixel 4,Chrome Mobile WebView,False
exposed,0,2020-07-10,Generic Smartphone,Chrome Mobile,False
control,13,2020-07-07,Generic Smartphone,Chrome Mobile,True
control,0,2020-07-09,Samsung SM-A505FN,Chrome Mobile WebView,True
control,12,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,17,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,6,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,11,2020-07-08,Samsung SM-N950F,Facebook,False
exposed,6,2020-07-04,Samsung $2,Chrome Mobile WebView,False
exposed,4,2020-07-05,Generic Smartphone,Chrome Mobile,False
exposed,5,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-A405FN,Samsung Internet,False
control,3,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,0,2020-07-10,Samsung SM-A202F,Chrome Mobile WebView,True
exposed,16,2020-07-08,Generic Smartphone,Chrome Mobile,True
exposed,8,2020-07-09,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-G988B,Chrome Mobile WebView,False
exposed,15,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,9,2020-07-06,Generic Smartphone,Chrome Mobile,True
control,6,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,17,2020-07-04,Samsung SM-G975F,Samsung Internet,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,1,2020-07-04,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-G920F,Chrome Mobile WebView,False
exposed,19,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,20,2020-07-04,Generic Smartphone,Chrome Mobile,True
exposed,13,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,22,2020-07-08,Generic Smartphone,Chrome Mobile,False
exposed,9,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,15,2020-07-10,Generic Smartphone,Chrome Mobile,False
exposed,16,2020-07-08,Samsung SM-A202F,Chrome Mobile WebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,4,2020-07-06,Generic Smartphone,Chrome Mobile,True
exposed,6,2020-07-04,Samsung SM-G965F,Chrome Mobile WebView,True
control,9,2020-07-09,Samsung SM-A202F,Chrome Mobile WebView,True
exposed,10,2020-07-07,Generic Smartphone,Chrome Mobile,True
control,11,2020-07-04,Generic Smartphone,Chrome Mobile,True
exposed,20,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,12,2020-07-03,OnePlus ONEPLUS A6013,Chrome Mobile WebView,True
exposed,2,2020-07-04,ANE-LX1,Facebook,True
exposed,20,2020-07-08,Generic Smartphone,Chrome Mobile,True
exposed,10,2020-07-03,Samsung SM-G970F,Chrome Mobile WebView,True
control,10,2020-07-04,DLI-L22,Facebook,False
exposed,8,2020-07-03,Samsung SM-G770F,Chrome Mobile WebView,True
control,12,2020-07-04,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-04,Generic Smartphone,Chrome Mobile,True
control,19,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-A705FN,Facebook,True
control,19,2020-07-07,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Samsung SM-A105FN,Samsung Internet,False
control,17,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,9,2020-07-09,Generic Smartphone,Chrome Mobile WebView,True
control,15,2020-07-03,iPhone,Mobile Safari,False
exposed,8,2020-07-04,Samsung SM-J530F,Samsung Internet,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,3,2020-07-10,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,16,2020-07-08,Generic Smartphone,Chrome Mobile,True
exposed,3,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,5,2020-07-09,Samsung SM-G960F,Samsung Internet,True
exposed,13,2020-07-07,Generic Smartphone,Chrome Mobile WebView,True
exposed,9,2020-07-09,Moto $2,Chrome Mobile WebView,False
exposed,9,2020-07-10,Generic Smartphone,Facebook,True
exposed,20,2020-07-08,Samsung SM-J320FN,Samsung Internet,True
exposed,3,2020-07-10,Generic Smartphone,Chrome Mobile,False
control,12,2020-07-05,Samsung SM-G986B,Samsung Internet,False
control,10,2020-07-07,Samsung SM-G930F,Samsung Internet,True
control,18,2020-07-05,Generic Smartphone,Chrome Mobile,False
exposed,12,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,22,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,8,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,10,2020-07-05,Samsung SM-G960F,Chrome Mobile WebView,False
control,13,2020-07-04,Samsung SM-A530F,Samsung Internet,False
control,4,2020-07-05,Generic Smartphone,Chrome Mobile,False
control,5,2020-07-08,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,10,2020-07-06,Generic Smartphone,Chrome Mobile,True
control,21,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,11,2020-07-04,iPhone,Mobile Safari,False
control,19,2020-07-09,Samsung SM-G960F,Samsung Internet,True
exposed,9,2020-07-07,Generic Smartphone,Chrome Mobile WebView,True
exposed,21,2020-07-09,Samsung SM-G960F,Chrome Mobile WebView,True
control,1,2020-07-10,POT-LX1,Facebook,True
control,13,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,16,2020-07-08,Samsung SM-G965F,Chrome Mobile WebView,True
exposed,9,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,6,2020-07-06,Generic Smartphone,Chrome Mobile,True
exposed,5,2020-07-06,Samsung SM-J330FN,Samsung Internet,False
control,19,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,5,2020-07-07,Nokia undefined$2$3,Chrome Mobile,False
control,8,2020-07-05,Samsung SM-G935F,Samsung Internet,False
exposed,6,2020-07-10,Generic Smartphone,Facebook,False
exposed,13,2020-07-03,Generic Smartphone,Chrome Mobile,True
exposed,3,2020-07-04,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-G930F,Samsung Internet,True
exposed,9,2020-07-10,Samsung SM-G960F,Samsung Internet,False
control,15,2020-07-03,Samsung SM-G975F,Facebook,False
control,20,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,23,2020-07-08,VOG-L29,Facebook,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,11,2020-07-10,Generic Smartphone,Chrome Mobile,False
exposed,20,2020-07-04,Generic Smartphone,Chrome Mobile WebView,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,3,2020-07-08,Samsung SM-A520F,Samsung Internet,False
control,6,2020-07-10,Samsung SM-G950F,Facebook,False
control,15,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,9,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,10,2020-07-10,Nokia undefined$2$3,Chrome Mobile,False
exposed,0,2020-07-09,HTC One $2,Chrome Mobile,True
exposed,21,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,17,2020-07-05,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-06,Samsung SM-G950F,Facebook,True
exposed,7,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,0,2020-07-09,Samsung SM-A310F,Samsung Internet,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,12,2020-07-09,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Samsung SM-A530F,Samsung Internet,True
exposed,6,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,18,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,0,2020-07-03,Generic Smartphone,Chrome Mobile WebView,True
exposed,20,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,20,2020-07-08,Samsung SM-A505FN,Chrome Mobile WebView,True
control,16,2020-07-05,Generic Smartphone,Chrome Mobile,True
control,9,2020-07-04,Generic Smartphone,Chrome Mobile,True
exposed,15,2020-07-08,PRA-LX1,Facebook,False
exposed,10,2020-07-04,Generic Smartphone,Chrome Mobile,False
control,9,2020-07-07,Generic Smartphone,Chrome Mobile,True
control,4,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,9,2020-07-06,Samsung SM-A705FN,Chrome Mobile WebView,False
control,15,2020-07-03,Samsung SM-G960F,Facebook,False
control,15,2020-07-03,Samsung SM-A405FN,Samsung Internet,False
control,15,2020-07-03,Samsung SM-J810F,Chrome Mobile WebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
exposed,14,2020-07-03,Generic Smartphone,Chrome Mobile,True
exposed,4,2020-07-06,Samsung SM-G920F,Chrome Mobile WebView,True
exposed,13,2020-07-03,OnePlus ONEPLUS A3000,Chrome Mobile WebView,True
control,10,2020-07-07,Generic Smartphone,Chrome Mobile,False
exposed,10,2020-07-06,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-04,FIG-LX1,Chrome Mobile WebView,True
exposed,16,2020-07-08,Generic Smartphone,Chrome Mobile,False
exposed,11,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,22,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,18,2020-07-05,Samsung SM-J530F,Samsung Internet,True
control,1,2020-07-05,Samsung SM-G950F,Samsung Internet,False
control,9,2020-07-04,Samsung SM-J530F,Samsung Internet,False
control,15,2020-07-03,Samsung SM-A320FL,Facebook,False
exposed,2,2020-07-09,iPhone,Mobile Safari,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
exposed,21,2020-07-07,Pixel 3,Chrome Mobile WebView,True
exposed,1,2020-07-03,Samsung SM-A530F,Chrome Mobile WebView,True
exposed,3,2020-07-06,Generic Smartphone,Chrome Mobile,True
exposed,14,2020-07-05,Samsung SM-A202F,Samsung Internet,True
control,15,2020-07-03,Samsung SM-G935F,Samsung Internet,True
control,16,2020-07-09,Generic Smartphone,Chrome Mobile,True
control,20,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-07,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-04,Samsung SM-G950F,Facebook,False
exposed,8,2020-07-07,Generic Smartphone,Chrome Mobile,False
exposed,13,2020-07-07,Samsung SM-A600FN,Facebook,True
exposed,11,2020-07-04,Samsung SM-A600FN,Chrome Mobile WebView,False
control,15,2020-07-03,XiaoMi MI 6,Facebook,False
control,12,2020-07-04,ANE-LX1,Facebook,False
exposed,18,2020-07-08,Generic Smartphone,Chrome Mobile,True
exposed,8,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,10,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,20,2020-07-09,Samsung SM-G973F,Facebook,False
exposed,20,2020-07-04,Generic Smartphone,Chrome Mobile,True
exposed,9,2020-07-06,Generic Smartphone,Chrome Mobile,True
exposed,4,2020-07-10,Samsung SM-A300FU,Chrome Mobile WebView,False
control,11,2020-07-04,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,4,2020-07-04,Generic Smartphone,Chrome Mobile,True
exposed,17,2020-07-09,Samsung SM-G925F,Chrome Mobile WebView,False
control,21,2020-07-08,EVA-L09,Chrome Mobile WebView,True
control,7,2020-07-07,Nokia undefined$2$3,Chrome Mobile,False
control,20,2020-07-04,X4_Soul_Infinity_Z,Facebook,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
exposed,18,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,5,2020-07-09,iPhone,Mobile Safari,True
control,15,2020-07-03,Samsung SM-A530F,Samsung Internet,False
exposed,7,2020-07-03,Samsung SM-G920F,Chrome Mobile WebView,False
control,21,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,16,2020-07-04,Generic Smartphone,Chrome Mobile,True
control,5,2020-07-10,Generic Smartphone,Chrome Mobile,False
exposed,14,2020-07-05,LG-$2,Chrome Mobile WebView,True
exposed,10,2020-07-09,Samsung SM-G955F,Samsung Internet,True
control,21,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,6,2020-07-10,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Samsung SM-G986B,Samsung Internet,True
control,5,2020-07-05,Generic Smartphone,Chrome Mobile,False
exposed,18,2020-07-04,Generic Smartphone,Chrome Mobile,True
exposed,7,2020-07-08,Samsung SM-N976B,Facebook,True
exposed,15,2020-07-08,Samsung SM-A202F,Samsung Internet,False
exposed,13,2020-07-08,Samsung SM-A202F,Chrome Mobile WebView,False
exposed,19,2020-07-08,Generic Smartphone,Chrome Mobile WebView,False
control,19,2020-07-08,Samsung SM-G960F,Chrome Mobile WebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-A202F,Samsung Internet,False
control,9,2020-07-09,PCT-L29,Facebook,True
exposed,8,2020-07-05,Generic Smartphone,Chrome Mobile,False
exposed,18,2020-07-08,LYA-L09,Facebook,False
control,7,2020-07-07,Generic Smartphone,Chrome Mobile,True
control,11,2020-07-04,Samsung SM-G970F,Facebook,True
control,14,2020-07-04,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,8,2020-07-09,Samsung SM-G970F,Chrome Mobile WebView,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-08,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,23,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,10,2020-07-03,Samsung SM-J500FN,Chrome Mobile WebView,True
exposed,20,2020-07-09,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,3,2020-07-10,Samsung SM-J330F,Chrome Mobile WebView,False
control,14,2020-07-09,Samsung SM-G973F,Facebook,False
exposed,19,2020-07-05,Samsung SM-A505FN,Chrome Mobile WebView,True
exposed,5,2020-07-10,Samsung SM-G965F,Chrome Mobile WebView,True
exposed,15,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,5,2020-07-06,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-06,OnePlus ONEPLUS A6013,Chrome Mobile WebView,False
exposed,12,2020-07-04,Samsung SM-G960F,Samsung Internet,False
exposed,6,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,8,2020-07-10,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile WebView,False
exposed,6,2020-07-06,Generic Smartphone,Chrome Mobile,False
control,21,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,11,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,9,2020-07-07,Samsung SM-G935F,Facebook,True
control,5,2020-07-05,Generic Smartphone,Chrome Mobile,False
exposed,8,2020-07-08,Samsung SM-A750GN,Samsung Internet,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,14,2020-07-10,VFD 720,Facebook,False
exposed,8,2020-07-06,Pixel 3a,Chrome Mobile WebView,True
control,8,2020-07-06,Generic Smartphone,Chrome Mobile,True
exposed,1,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,9,2020-07-06,Samsung SM-G975F,Chrome Mobile WebView,False
control,1,2020-07-06,Samsung SM-J600FN,Samsung Internet,False
exposed,3,2020-07-05,Samsung SM-G950F,Chrome Mobile WebView,False
control,11,2020-07-04,iPhone,Chrome Mobile iOS,True
exposed,9,2020-07-05,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-G981B,Facebook,True
exposed,13,2020-07-03,Generic Smartphone,Chrome Mobile WebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,2,2020-07-06,Nokia undefined$2$3,Chrome Mobile,True
control,15,2020-07-03,Samsung SM-G965F,Chrome Mobile WebView,True
control,14,2020-07-08,Generic Smartphone,Chrome Mobile,False
exposed,4,2020-07-10,Samsung SM-N960F,Chrome Mobile WebView,True
exposed,3,2020-07-05,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,MAR-LX1A,Facebook,True
exposed,21,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,4,2020-07-10,Generic Smartphone,Chrome Mobile,True
exposed,12,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,8,2020-07-04,Generic Smartphone,Chrome Mobile,False
control,7,2020-07-07,Samsung SM-A405FN,Samsung Internet,False
exposed,4,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,21,2020-07-08,Generic Smartphone,Chrome Mobile,True
exposed,22,2020-07-07,Generic Smartphone,Chrome Mobile,False
exposed,17,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,8,2020-07-09,Pixel 2,Chrome Mobile WebView,False
control,15,2020-07-03,Samsung SM-J330FN,Samsung Internet,True
exposed,9,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,3,2020-07-09,Samsung SM-J610G,Facebook,False
control,15,2020-07-03,G3311,Facebook,True
control,15,2020-07-08,FIG-LX1,Facebook,True
exposed,13,2020-07-07,Samsung SM-A202F,Chrome Mobile WebView,True
exposed,5,2020-07-06,VTR-L09,Facebook,False
control,20,2020-07-09,POT-LX1,Facebook,False
exposed,13,2020-07-04,VCE-L22,Facebook,True
exposed,21,2020-07-09,Generic Smartphone,Chrome Mobile WebView,True
control,15,2020-07-03,Pixel 2,Facebook,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,2,2020-07-04,Samsung SM-G973F,Chrome Mobile WebView,True
control,15,2020-07-03,Samsung SM-G930F,Samsung Internet,True
exposed,6,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,7,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,20,2020-07-07,Samsung SM-G970F,Chrome Mobile WebView,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,8,2020-07-09,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-J330FN,Samsung Internet,False
exposed,13,2020-07-09,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,15,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,20,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-A520F,Samsung Internet,False
exposed,3,2020-07-10,Generic Smartphone,Chrome Mobile,False
exposed,4,2020-07-08,Samsung SM-J530F,Samsung Internet,True
exposed,9,2020-07-03,Generic Smartphone,Facebook,False
control,19,2020-07-05,Samsung SM-G973F,Samsung Internet,False
exposed,14,2020-07-08,Generic Smartphone,Chrome Mobile WebView,False
exposed,17,2020-07-09,Samsung SM-G975F,Chrome Mobile WebView,True
exposed,1,2020-07-04,Generic Smartphone,Chrome Mobile,True
control,7,2020-07-04,Samsung SM-G930F,Samsung Internet,False
exposed,8,2020-07-03,Samsung SM-J530F,Chrome Mobile WebView,True
control,15,2020-07-03,Samsung SM-N970F,Facebook,True
exposed,2,2020-07-03,Samsung SM-A105FN,Samsung Internet,True
exposed,5,2020-07-10,Samsung SM-G960F,Samsung Internet,False
control,3,2020-07-06,Samsung SM-A105FN,Samsung Internet,True
exposed,13,2020-07-05,Samsung SM-G950F,Chrome Mobile WebView,True
control,4,2020-07-10,Samsung SM-A715F,Samsung Internet,True
exposed,4,2020-07-06,Generic Smartphone,Chrome Mobile,True
control,15,2020-07-03,Samsung SM-G935F,Samsung Internet,True
exposed,5,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Facebook,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,9,2020-07-08,Samsung SM-N975F,Samsung Internet,False
exposed,0,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,17,2020-07-07,iPhone,Mobile Safari UI/WKWebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
exposed,14,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,1,2020-07-07,Generic Smartphone,Chrome Mobile,False
exposed,10,2020-07-05,Samsung SM-G950F,Chrome Mobile WebView,True
control,16,2020-07-07,Generic Smartphone,Chrome Mobile,False
exposed,19,2020-07-08,Generic Smartphone,Chrome Mobile,False
control,5,2020-07-06,Generic Smartphone,Chrome Mobile,True
exposed,8,2020-07-10,Generic Smartphone,Chrome Mobile,False
exposed,8,2020-07-10,Samsung SM-A300FU,Chrome Mobile WebView,False
exposed,3,2020-07-05,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,2,2020-07-04,Samsung SM-G930F,Facebook,False
exposed,13,2020-07-04,VOG-L29,Chrome Mobile WebView,True
exposed,6,2020-07-10,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,8,2020-07-09,POT-LX1,Facebook,False
exposed,11,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,10,2020-07-10,XiaoMi Redmi S2,Facebook,True
exposed,6,2020-07-04,Generic Smartphone,Chrome Mobile WebView,True
control,15,2020-07-03,Samsung SM-J330FN,Samsung Internet,True
control,12,2020-07-10,Samsung SM-A520F,Chrome Mobile WebView,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,True
control,3,2020-07-05,Generic Smartphone,Chrome Mobile,False
control,15,2020-07-03,Generic Smartphone,Chrome Mobile,False
control,4,2020-07-05,CLT-L09,Chrome Mobile,False
control,15,2020-07-03,Samsung SM-G975F,Samsung Internet,True
control,4,2020-07-04,Generic Smartphone,Chrome Mobile,False
exposed,17,2020-07-08,Samsung SM-G965F,Facebook,False
exposed,4,2020-07-09,Generic Smartphone,Chrome Mobile WebView,True
control,1,2020-07-10,Generic Smartphone,Chrome Mobile,True
exposed,14,2020-07-09,Generic Smartphone,Chrome Mobile,True
exposed,8,2020-07-10,Samsung SM-G973F,Samsung Internet,True
exposed,18,2020-07-09,Generic Smartphone,Chrome Mobile,False
exposed,21,2020-07-05,Generic Smartphone,Chrome Mobile,True
exposed,1,2020-07-04,Generic Smartphone,Chrome Mobile,True
control,7,2020-07-09,Generic Smartphone,Chrome Mobile,False
control,16,2020-07-10,Generic Smartphone,Chrome Mobile,False
exposed,4,2020-07-03,Generic Smartphone,Chrome Mobile,False
